address,info,z_address,bathrooms,bedrooms,finishedsqft,lastsolddate,lastsoldprice,latitude,longitude,neighborhood,totalrooms,usecode,yearbuilt,zestimate,zipcode,zpid
Address: 1703 Octavia Street, San FranciscoSales price: 3253000Sales date: 02/07/2014Bedrooms: 4Square feet: 3350Lot size: 2596,1703 Octavia St,3.5,5,3350,2/7/2014,3253000,37.788044,-122.427212,Lower Pacific Heights,10,SingleFamily,1884,4097232,94109,15075418
Address: 550 South Van Ness Avenue #304, San FranciscoSales price: 587500Sales date: 02/07/2014Bedrooms: 0Square feet: 734Lot size: 13130,550 S Van Ness Ave APT 304,1,1,734,2/7/2014,587500,37.764353,-122.417854,Mission,3,Condominium,1992,534440,94110,15143932
Address: 2130 Harrison Street #22, San FranciscoSales price: 945000Sales date: 02/07/2014Bedrooms: 1Square feet: 1061Lot size: 17315,2130 Harrison St APT 22,1.5,1,1241,2/7/2014,945000,37.762829,-122.41323,Mission,2,Condominium,2001,1042790,94110,59779711
Address: 68 Williar Avenue, San FranciscoSales price: 640000Sales date: 02/07/2014Bedrooms: 0Square feet: 1112Lot size: 2151,68 Williar Ave,1,2,1112,2/7/2014,640000,37.720383,-122.452292,Ingleside,5,SingleFamily,1945,817980,94112,15190908
Address: 921 Alvarado Street, San FranciscoSales price: 2150000Sales date: 02/07/2014Bedrooms: 4Square feet: 2000Lot size: 2950,921 Alvarado St,4,6,2964,2/7/2014,2150000,37.75301,-122.441657,Noe Valley,6,SingleFamily,1898,3296434,94114,15131512
Address: 2401 Jackson Street #1, San FranciscoSales price: 750000Sales date: 02/07/2014Bedrooms: 2Square feet: 1375Lot size: 4059,2401 Jackson St APT 1,2,2,1375,2/7/2014,750000,37.792288,-122.434825,Pacific Heights,5,Condominium,1908,1802056,94115,15074040
Address: 620 Haight Street, San FranciscoSales price: 1430000Sales date: 02/07/2014Bedrooms: 3Square feet: 1784Lot size: 3438,620 Haight St,2,3,1827,2/7/2014,1430000,37.772087,-122.432861,Hayes Valley,7,Condominium,1906,1612308,94117,89238424
Address: 677 5th Avenue, San FranciscoSales price: 1011000Sales date: 02/07/2014Bedrooms: 2Square feet: 1234Lot size: 3009,677 5th Ave,1,3,1234,2/7/2014,1011000,37.775889,-122.463168,Inner Richmond,5,Condominium,1908,1067183,94118,61288367
Address: 647 39th Avenue, San FranciscoSales price: 666500Sales date: 02/07/2014Bedrooms: 2Square feet: 1175Lot size: 3000,647 39th Ave,2,5,1468,2/7/2014,666500,37.776566,-122.499853,Outer Richmond,5,SingleFamily,1910,1389867,94121,15096065
Address: 2929 Broderick Street, San FranciscoSales price: 1410000Sales date: 02/07/2014Bedrooms: 2Square feet: 1192Lot size: 2760,2929 Broderick St,1,2,1192,2/7/2014,1410000,37.797328,-122.444331,Cow Hollow,6,Condominium,1904,1685244,94123,15080357
Address: 2322 Francisco Street, San FranciscoSales price: 1725000Sales date: 02/07/2014Bedrooms: 2Square feet: 1611Lot size: 2483,2322 Francisco St,2.5,2,1611,2/7/2014,1725000,37.801072,-122.443586,Marina,5,Condominium,1933,1964939,94123,54854475
Address: 560 Gellert Drive, San FranciscoSales price: 1520000Sales date: 02/07/2014Bedrooms: 4Square feet: 2655Lot size: 4466,560 Gellert Dr,3,5,2655,2/7/2014,1520000,37.730311,-122.487421,Lakeshore,9,SingleFamily,1952,1560748,94132,15198021
Address: 411 Vallejo Street, San FranciscoSales price: 1125000Sales date: 02/07/2014Bedrooms: 0Square feet: 1240Lot size: 818,411 Vallejo St,1,3,1240,2/7/2014,1125000,37.798958,-122.404499,Telegraph Hill,6,SingleFamily,1906,1263072,94133,15066592
Address: 150 Stoneridge Lane #106, San FranciscoSales price: 442000Sales date: 02/07/2014Bedrooms: 2Square feet: 1068Lot size: 213611,150 Stoneridge Ln # 106,2,2,1068,2/7/2014,442000,37.710248,-122.426292,Crocker Amazon,5,Condominium,1994,586835,94134,15177783
Address: 1170 Sacramento Street #3C, San FranciscoSales price: 2270000Sales date: 02/06/2014Bedrooms: 0Square feet: 2052Lot size: 14529,1170 Sacramento St APT 3C,1.5,1,2052,2/6/2014,2270000,37.79293,-122.412195,Nob Hill,4,Condominium,1963,3031130,94108,15068017
Address: 3135 24th Street #2, San FranciscoSales price: 825000Sales date: 02/06/2014Bedrooms: 0Square feet: 0Lot size: 0,3135 24th St APT 2,2,2,926,2/6/2014,825000,37.752426,-122.414786,Mission,5,Condominium,2014,1011576,94110,124397611
Address: 3135 24th Street #1, San FranciscoSales price: 935000Sales date: 02/06/2014Bedrooms: 0Square feet: 0Lot size: 0,3135 24th St APT 1,2,2,1065,2/6/2014,935000,37.752426,-122.414786,Mission,5,Condominium,2014,1128117,94110,124397708
Address: 117 Frederick Street #A, San FranciscoSales price: 935000Sales date: 02/06/2014Bedrooms: 0Square feet: 923Lot size: 3000,117A Frederick St,1,1,923,2/6/2014,935000,37.767076,-122.445617,Parnassus - Ashbury,4,Condominium,1900,885267,94117,52410316
Address: 15 Almaden Court, San FranciscoSales price: 1250000Sales date: 02/06/2014Bedrooms: 0Square feet: 1302Lot size: 1324,15 Almaden Ct,1,2,1302,2/6/2014,1250000,37.780421,-122.458203,Lone Mountain,5,SingleFamily,1937,1505683,94118,15084474
Address: 1250 42nd Avenue, San FranciscoSales price: 625000Sales date: 02/06/2014Bedrooms: 3Square feet: 1170Lot size: 3000,1250 42nd Ave,1,3,1170,2/6/2014,625000,37.763387,-122.501506,Outer Sunset,6,Townhouse,1921,907224,94122,15101096
Address: 1155 Palou Avenue, San FranciscoSales price: 500000Sales date: 02/06/2014Bedrooms: 3Square feet: 1212Lot size: 2495,1155 Palou Ave,2,3,1212,2/6/2014,500000,37.729066,-122.382784,Bayview,5,SingleFamily,1900,530675,94124,15153644
Address: 401 Bella Vista Way, San FranciscoSales price: 1020000Sales date: 02/06/2014Bedrooms: 3Square feet: 1299Lot size: 3280,401 Bella Vista Way,2,3,1299,2/6/2014,1020000,37.736108,-122.451256,Miraloma Park,6,SingleFamily,1959,1279225,94127,15136202
Address: 95 Keystone Way, San FranciscoSales price: 1242500Sales date: 02/06/2014Bedrooms: 0Square feet: 1941Lot size: 3637,95 Keystone Way,3,4,1941,2/6/2014,1242500,37.727909,-122.463057,Mount Davidson Manor,8,SingleFamily,1953,1387573,94127,15142100
Address: 300 Ivy Street #305, San FranciscoSales price: 239000Sales date: 02/05/2014Bedrooms: 0Square feet: 0Lot size: 0,300 Ivy St APT 305,1,1,624,9/9/2014,14000,37.777362,-122.42324,Hayes Valley,3,Condominium,2014,826843,94102,123174855
Address: 300 Ivy Street #104, San FranciscoSales price: 1249000Sales date: 02/05/2014Bedrooms: 0Square feet: 0Lot size: 0,300 Ivy St APT 104,2,2,1208,2/5/2014,1249000,37.777362,-122.42324,Hayes Valley,4,Condominium,2014,1481239,94102,123175037
Address: 829 Rhode Island Street, San FranciscoSales price: 949000Sales date: 02/05/2014Bedrooms: 2Square feet: 1253Lot size: 2495,829 Rhode Island St,3,3,2600,6/12/2015,2940000,37.759252,-122.401729,Potrero Hill,8,SingleFamily,1930,2145890,94107,15150464
Address: 1998 Broadway #706, San FranciscoSales price: 1126500Sales date: 02/05/2014Bedrooms: 2Square feet: 1170Lot size: 15195,1998 Broadway APT 706,2,2,1170,2/6/2014,1126125,37.795275,-122.4298,Pacific Heights,5,Condominium,1964,1438048,94109,15072741
Address: 39 Montana Street, San FranciscoSales price: 536000Sales date: 02/05/2014Bedrooms: 0Square feet: 850Lot size: 3123,39 Montana St,2,4,1155,2/5/2014,536000,37.716387,-122.454735,Oceanview,6,SingleFamily,1948,739703,94112,15192923
Address: 50 Seville Street, San FranciscoSales price: 725000Sales date: 02/05/2014Bedrooms: 2Square feet: 2333Lot size: 2382,50 Seville St,2,2,2333,2/5/2014,725000,37.712074,-122.434957,Crocker Amazon,8,SingleFamily,1915,1095931,94112,15178062
Address: 176 6th Avenue, San FranciscoSales price: 1700000Sales date: 02/05/2014Bedrooms: 6Square feet: 3706Lot size: 2482,176 6th Ave,6,8,3862,2/5/2014,1700000,37.785455,-122.46428,Lake,15,MultiFamily2To4,1909,4901351,94118,15089629
Address: 1335 31st Avenue, San FranciscoSales price: 1000000Sales date: 02/05/2014Bedrooms: 0Square feet: 1500Lot size: 3000,1335 31st Ave,2,2,1500,2/5/2014,1000000,37.762289,-122.490264,Central Sunset,6,SingleFamily,1935,1160966,94122,15103433
Address: 166 Eucalyptus Drive, San FranciscoSales price: 125000Sales date: 02/05/2014Bedrooms: 0Square feet: 1146Lot size: 2805,166 Eucalyptus Dr,2.5,3,1490,2/5/2014,125000,37.731288,-122.473943,Lakeside,8,SingleFamily,1939,1197621,94132,15196832
Address: 300 Ivy Street #307, San FranciscoSales price: 337500Sales date: 02/04/2014Bedrooms: 0Square feet: 0Lot size: 0,300 Ivy St APT 307,2,2,916,2/4/2014,337500,37.777362,-122.42324,Hayes Valley,4,Condominium,2014,1235093,94102,123175007
Address: 888 7th Street #202, San FranciscoSales price: 490000Sales date: 02/04/2014Bedrooms: 0Square feet: 503Lot size: 95280,888 7th St UNIT 202,1,1,503,2/4/2014,490000,37.770378,-122.400993,South of Market,4,Condominium,2007,641741,94107,89240598
Address: 555 4th Street #825, San FranciscoSales price: 650000Sales date: 02/04/2014Bedrooms: 1Square feet: 563Lot size: 63237,555 4th St UNIT 825,1,1,563,2/4/2014,650000,37.779422,-122.396712,South of Market,4,Condominium,2006,717772,94107,79841296
Address: 2090 Pacific Avenue #702, San FranciscoSales price: 1290000Sales date: 02/04/2014Bedrooms: 1Square feet: 1501Lot size: 12215,2090 Pacific Ave APT 702,1,1,1501,2/4/2014,1290000,37.79431,-122.42961,Pacific Heights,4,Condominium,1928,904736,94109,15073140
Address: 152 Lombard Street #506, San FranciscoSales price: 675000Sales date: 02/04/2014Bedrooms: 1Square feet: 709Lot size: 94533,152 Lombard St APT 506,1,1,800,2/4/2014,675000,37.804401,-122.404265,North Waterfront,3,MultiFamily2To4,1975,807086,94111,15063957
Address: 2034 Baker Street, San FranciscoSales price: 1735000Sales date: 02/04/2014Bedrooms: 3Square feet: 1945Lot size: 2676,2034 Baker St,2,3,1945,2/4/2014,1735000,37.789967,-122.44392,Pacific Heights,8,Condominium,1903,2088816,94115,15081931
Address: 2106 Scott Street #C, San FranciscoSales price: 1850000Sales date: 02/04/2014Bedrooms: 3Square feet: 2045Lot size: 2763,2106 Scott St # C,2,3,2045,2/4/2014,1850000,37.789659,-122.438735,Pacific Heights,5,Condominium,1976,2315391,94115,15074592
Address: 3100 Rivera Street, San FranciscoSales price: 820000Sales date: 02/04/2014Bedrooms: 2Square feet: 1137Lot size: 1746,3100 Rivera St,1,2,1137,2/4/2014,820000,37.745873,-122.499778,Outer Parkside,5,SingleFamily,1947,1308764,94116,15117104
Address: 145 Gardenside Drive #5, San FranciscoSales price: 811000Sales date: 02/04/2014Bedrooms: 2Square feet: 1007Lot size: 38735,145 Gardenside Dr APT 5,1.5,2,1007,2/4/2014,811000,37.754098,-122.445086,Twin Peaks,4,Condominium,1981,975092,94131,15132786
Address: 8300 Oceanview Terrace #312, San FranciscoSales price: 410000Sales date: 02/04/2014Bedrooms: 1Square feet: 667Lot size: 325629,8300 Oceanview Ter APT 312,1,1,667,2/4/2014,410000,37.71048,-122.467645,Ingleside Heights,3,Condominium,2002,532423,94132,67394903
Address: 333 1st Street #1201, San FranciscoSales price: 1120000Sales date: 02/03/2014Bedrooms: 2Square feet: 958Lot size: 38571,333 1st St UNIT 1201,2,2,958,2/3/2014,1120000,37.788555,-122.395901,South Beach,4,Condominium,2004,1257961,94105,64972527
Address: 1080 Sutter Street #804, San FranciscoSales price: 996000Sales date: 02/03/2014Bedrooms: 0Square feet: 0Lot size: 0,1080 Sutter St APT 804,2,3,1226,2/3/2014,996000,37.788066,-122.418065,Downtown,4,Condominium,2014,1365817,94109,123175079
Address: 795 Dolores Street, San FranciscoSales price: 1350000Sales date: 02/03/2014Bedrooms: 2Square feet: 1161Lot size: 2312,795 Dolores St,2,3,1161,2/3/2014,1350000,37.756845,-122.425266,Mission,5,Condominium,1912,1241780,94110,82785826
Address: 279 San Carlos Street, San FranciscoSales price: 2000000Sales date: 02/03/2014Bedrooms: 2Square feet: 1951Lot size: 0,279 San Carlos St,2,3,1951,5/15/2014,2150000,37.758993,-122.419804,Mission,7,Condominium,2012,1947186,94110,119684962
Address: 3038 Pacheco Street, San FranciscoSales price: 467000Sales date: 02/03/2014Bedrooms: 2Square feet: 1080Lot size: 1873,3038 Pacheco St,1,2,1080,2/3/2014,467000,37.749983,-122.493007,Parkside,5,SingleFamily,1949,882647,94116,15114196
Address: 664 Teresita Boulevard, San FranciscoSales price: 891000Sales date: 02/03/2014Bedrooms: 2Square feet: 1050Lot size: 2626,664 Teresita Blvd,1,2,1050,2/3/2014,891000,37.736256,-122.446281,Miraloma Park,5,SingleFamily,1940,1058032,94127,15136213
Address: 300 Ivy Street #513, San FranciscoSales price: 723000Sales date: 01/31/2014Bedrooms: 0Square feet: 0Lot size: 0,300 Ivy St APT 513,1,1,677,1/31/2014,723000,37.777362,-122.42324,Hayes Valley,3,Condominium,2014,869917,94102,123175023
Address: 300 Ivy Street #511, San FranciscoSales price: 737000Sales date: 01/31/2014Bedrooms: 0Square feet: 0Lot size: 0,300 Ivy St APT 511,1,1,692,1/31/2014,737000,37.777362,-122.42324,Hayes Valley,3,Condominium,2014,871950,94102,123174812
Address: 140 South Van Ness Avenue #343, San FranciscoSales price: 550000Sales date: 01/31/2014Bedrooms: 0Square feet: 830Lot size: 43147,140 S Van Ness Ave # 343,1.5,1,830,1/31/2014,550000,37.771585,-122.418825,South of Market,3,Condominium,2002,786535,94103,64969397
Address: 1160 Mission Street #2103, San FranciscoSales price: 605000Sales date: 01/31/2014Bedrooms: 1Square feet: 629Lot size: 43557,1160 Mission St UNIT 2103,1,1,629,1/31/2014,605000,37.778705,-122.412635,South of Market,3,Condominium,2008,776219,94103,83154536
Address: 360 Guerrero Street #404, San FranciscoSales price: 780000Sales date: 01/31/2014Bedrooms: 1Square feet: 822Lot size: 45288,360 Guerrero St APT 404,1,1,822,1/31/2014,780000,37.765474,-122.424915,Mission,3,Condominium,1983,759068,94103,15143382
Address: 355 1st Street #S305, San FranciscoSales price: 607500Sales date: 01/31/2014Bedrooms: 1Square feet: 675Lot size: 38571,355 1st St UNIT S305,1,1,675,1/31/2014,607500,37.787029,-122.3936,South Beach,3,Condominium,2004,837258,94105,64972590
Address: 501 Beale Street #15A, San FranciscoSales price: 1850000Sales date: 01/31/2014Bedrooms: 3Square feet: 1469Lot size: 22594,501 Beale St UNIT 15A,2.5,2,1469,1/31/2014,1850000,37.786235,-122.389068,South Beach,4,SingleFamily,2006,2468009,94105,69819307
Address: 1013 Rhode Island Street, San FranciscoSales price: 1410000Sales date: 01/31/2014Bedrooms: 2Square feet: 2120Lot size: 2495,1013 Rhode Island St,2,2,2120,1/31/2014,1410000,37.756538,-122.401468,Potrero Hill,7,SingleFamily,1907,2169493,94107,15151521
Address: 219 Brannan Street #16D, San FranciscoSales price: 2100000Sales date: 01/31/2014Bedrooms: 2Square feet: 1347Lot size: 82966,219 Brannan St UNIT 16D,2,2,1347,1/31/2014,2100000,37.782575,-122.390364,South Beach,4,Condominium,2000,2181562,94107,50449081
Address: 1080 Sutter Street #1003, San FranciscoSales price: 698000Sales date: 01/31/2014Bedrooms: 0Square feet: 0Lot size: 0,1080 Sutter St APT 1003,1,2,753,11/25/2015,770000,37.788066,-122.418065,Downtown,4,Condominium,2013,816188,94109,123174799
Address: 1080 Sutter Street #601, San FranciscoSales price: 975000Sales date: 01/31/2014Bedrooms: 0Square feet: 0Lot size: 0,1080 Sutter St APT 601,2,3,1226,1/31/2014,975000,37.788066,-122.418065,Downtown,4,Condominium,2014,1363357,94109,123175152
Address: 795 Sutter Street #401, San FranciscoSales price: 1365000Sales date: 01/31/2014Bedrooms: 2Square feet: 17844Lot size: 6944,795 Sutter St # 401,2,3,1852,1/31/2014,1365000,37.788404,-122.41326,Downtown,6,Condominium,1913,1715574,94109,15069277
Address: 24 Bennington Street, San FranciscoSales price: 1510000Sales date: 01/31/2014Bedrooms: 0Square feet: 1750Lot size: 2495,24 Bennington St,2,4,1750,1/31/2014,1510000,37.73982,-122.417954,Bernal Heights,9,SingleFamily,1900,1961519,94110,15162470
Address: 242 Winding Way, San FranciscoSales price: 655500Sales date: 01/31/2014Bedrooms: 3Square feet: 1300Lot size: 3454,242 Winding Way,1,3,1300,1/31/2014,655500,37.70959,-122.435609,Crocker Amazon,6,SingleFamily,1925,932055,94112,15178264
Address: 2267 29th Avenue, San FranciscoSales price: 680000Sales date: 01/31/2014Bedrooms: 0Square feet: 1190Lot size: 2996,2267 29th Ave,1,2,1190,8/1/2014,1390000,37.745055,-122.486907,Parkside,5,SingleFamily,1931,978341,94116,15119318
Address: 783 22nd Avenue, San FranciscoSales price: 1200000Sales date: 01/31/2014Bedrooms: 4Square feet: 1780Lot size: 2060,783 22nd Ave,3.5,4,1780,1/31/2014,1200000,37.773056,-122.481267,Central Richmond,8,SingleFamily,1921,1733885,94121,15099399
Address: 3825 Scott Street #204, San FranciscoSales price: 600000Sales date: 01/31/2014Bedrooms: 1Square feet: 526Lot size: 8700,3825 Scott St APT 204,1,1,526,1/31/2014,600000,37.805016,-122.442465,Marina,2,Condominium,1928,627037,94123,15079572
Address: 2134 Green Street #3, San FranciscoSales price: 999000Sales date: 01/31/2014Bedrooms: 0Square feet: 1165Lot size: 4169,2134 Green St APT 3,1,2,1165,1/31/2014,999000,37.796578,-122.43425,Cow Hollow,6,Condominium,1904,1059563,94123,64969713
Address: 2920 Franklin Street, San FranciscoSales price: 1588000Sales date: 01/31/2014Bedrooms: 0Square feet: 1160Lot size: 2188,2920 Franklin St,2,2,1160,5/13/2014,1588000,37.801537,-122.425995,Marina,5,SingleFamily,1922,1859275,94123,15070860
Address: 5160 Diamond Heights Boulevard #102C, San FranciscoSales price: 475000Sales date: 01/31/2014Bedrooms: 1Square feet: 744Lot size: 7219,5160 Diamond Heights Blvd APT 102C,1,1,744,1/31/2014,475000,37.745901,-122.440473,Diamond Heights,3,Condominium,1972,638867,94131,15199035
Address: 881 Corbett Avenue #3, San FranciscoSales price: 1629500Sales date: 01/31/2014Bedrooms: 3Square feet: 2545Lot size: 2378,881 Corbett Ave # 3,3.5,3,2545,1/31/2014,1629500,37.75274,-122.443515,Twin Peaks,6,Condominium,1948,2053493,94131,79844197
Address: 501 Crescent Way #5210, San FranciscoSales price: 450000Sales date: 01/31/2014Bedrooms: 2Square feet: 872Lot size: 72305,501 Crescent Way APT 5210,2,2,872,1/31/2014,450000,37.711929,-122.388603,Bayview,4,Condominium,2006,525001,94134,79844654
Address: 300 Berry Street #706, San FranciscoSales price: 700000Sales date: 01/31/2014Bedrooms: 1Square feet: 693Lot size: 41861,300 Berry St UNIT 706,1,1,693,1/31/2014,700000,37.773929,-122.39624,South of Market,3,Condominium,2009,829936,94158,96017232
Address: 300 Ivy Street #301, San FranciscoSales price: 709000Sales date: 01/30/2014Bedrooms: 0Square feet: 0Lot size: 0,300 Ivy St APT 301,1,1,682,1/30/2014,709000,37.777362,-122.42324,Hayes Valley,3,Condominium,2014,870930,94102,123175044
Address: 300 Ivy Street #102, San FranciscoSales price: 1167000Sales date: 01/30/2014Bedrooms: 0Square feet: 0Lot size: 0,300 Ivy St APT 102,2,2,1210,1/30/2014,1167000,37.777362,-122.42324,Hayes Valley,4,Condominium,2014,1493503,94102,123175045
Address: 74 New Montgomery Street #702, San FranciscoSales price: 1410000Sales date: 01/30/2014Bedrooms: 2Square feet: 1069Lot size: 17865,74 New Montgomery St UNIT 702,2,2,1069,1/30/2014,1410000,37.787456,-122.401306,Yerba Buena,4,Condominium,1914,1276399,94105,83154141
Address: 239 Brannan Street, San FranciscoSales price: 975000Sales date: 01/30/2014Bedrooms: 2Square feet: 1137Lot size: 82966,239 Brannan St UNIT 8G,2,2,1516,11/27/2013,1555000,37.782575,-122.390364,South Beach,5,Condominium,2002,2263825,94107,58187783
Address: 260 King Street #1503, San FranciscoSales price: 1250000Sales date: 01/30/2014Bedrooms: 2Square feet: 1286Lot size: 213232,260 King St UNIT 1503,2,2,1286,1/30/2014,1250000,37.777641,-122.393417,South of Market,4,Condominium,2004,1400809,94107,69819691
Address: 41 Vienna Street, San FranciscoSales price: 530000Sales date: 01/30/2014Bedrooms: 0Square feet: 800Lot size: 2650,41 Vienna St,1,2,800,1/30/2014,530000,37.727791,-122.424528,Excelsior,4,SingleFamily,1925,648045,94112,15167698
Address: 107 24th Avenue, San FranciscoSales price: 5500000Sales date: 01/30/2014Bedrooms: 0Square feet: 0Lot size: 4200,107 24TH Ave,5,4,4820,1/30/2014,5500000,37.787277,-122.484428,Lake,10,SingleFamily,2013,6857451,94121,119685025
Address: 1861 19th Avenue, San FranciscoSales price: 670000Sales date: 01/30/2014Bedrooms: 4Square feet: 2012Lot size: 3000,1861 19th Ave,2,4,2012,1/30/2014,670000,37.753057,-122.476721,Central Sunset,8,Condominium,1948,1075868,94122,64971492
Address: 2009 Revere Avenue, San FranciscoSales price: 515000Sales date: 01/30/2014Bedrooms: 0Square feet: 910Lot size: 1759,2009 Revere Ave,1,3,910,1/30/2014,515000,37.735617,-122.398293,Silver Terrace,4,SingleFamily,1942,650382,94124,15158105
Address: 2165 Revere Avenue, San FranciscoSales price: 528000Sales date: 01/30/2014Bedrooms: 0Square feet: 1125Lot size: 4400,2165 Revere Ave,1.5,3,1125,1/8/2016,1040000,37.737461,-122.400912,Silver Terrace,5,SingleFamily,1925,735144,94124,15157319
Address: 300 Ivy Street #405, San FranciscoSales price: 665000Sales date: 01/29/2014Bedrooms: 0Square feet: 0Lot size: 0,300 Ivy St APT 405,1,1,624,1/29/2014,665000,37.777362,-122.42324,Hayes Valley,3,Condominium,2014,829049,94102,123175101
Address: 300 Ivy Street #311, San FranciscoSales price: 689000Sales date: 01/29/2014Bedrooms: 0Square feet: 0Lot size: 0,300 Ivy St APT 311,1,1,692,1/29/2014,689000,37.777362,-122.42324,Hayes Valley,3,Condominium,2014,879885,94102,123174905
Address: 300 Ivy Street #411, San FranciscoSales price: 709500Sales date: 01/29/2014Bedrooms: 0Square feet: 0Lot size: 0,300 Ivy St APT 411,1,1,692,1/29/2014,709500,37.777362,-122.42324,Hayes Valley,3,Condominium,2014,879081,94102,123175161
Address: 300 Ivy Street #401, San FranciscoSales price: 719500Sales date: 01/29/2014Bedrooms: 0Square feet: 0Lot size: 0,300 Ivy St APT 401,1,1,682,1/29/2014,719500,37.777362,-122.42324,Hayes Valley,3,Condominium,2014,870930,94102,123174876
Address: 300 Ivy Street #503, San FranciscoSales price: 740500Sales date: 01/29/2014Bedrooms: 0Square feet: 0Lot size: 0,300 Ivy St APT 503,1,1,627,1/29/2014,740500,37.777362,-122.42324,Hayes Valley,3,Condominium,2014,829731,94102,123175033
Address: 300 Ivy Street #124, San FranciscoSales price: 1545000Sales date: 01/29/2014Bedrooms: 0Square feet: 0Lot size: 0,300 Ivy St APT 124,2,3,1596,1/29/2014,1545000,37.777362,-122.42324,Hayes Valley,5,Condominium,2014,1953453,94102,123175154
Address: 68 McCoppin Street #3, San FranciscoSales price: 350000Sales date: 01/29/2014Bedrooms: 0Square feet: 696Lot size: 5053,68 Mccoppin St APT 3,1,1,696,1/29/2014,350000,37.771858,-122.421867,South of Market,3,Condominium,1996,665976,94103,80746361
Address: 421 Nevada Street, San FranciscoSales price: 479000Sales date: 01/29/2014Bedrooms: 2Square feet: 700Lot size: 1750,421 Nevada St,2,3,1200,4/30/2014,1050000,37.736636,-122.411457,Bernal Heights,5,SingleFamily,1940,1568289,94110,15164004
Address: 162 College Avenue, San FranciscoSales price: 650000Sales date: 01/29/2014Bedrooms: 2Square feet: 1205Lot size: 2064,162 College Ave,1,2,1205,1/29/2014,650000,37.735156,-122.425703,Bernal Heights,5,SingleFamily,1907,854956,94112,15184801
Address: 720 Elizabeth Street, San FranciscoSales price: 1820000Sales date: 01/29/2014Bedrooms: 2Square feet: 1762Lot size: 2147,720 Elizabeth St,1,2,1762,1/29/2014,1820000,37.752133,-122.436931,Noe Valley,5,SingleFamily,1911,2027797,94114,15131666
Address: 436 Masonic Avenue #A, San FranciscoSales price: 460000Sales date: 01/29/2014Bedrooms: 0Square feet: 2860Lot size: 2656,436 Masonic Ave # 444,4,1,2860,1/29/2014,460000,37.777183,-122.446382,North Panhandle,13,Duplex,1900,2041240,94118,15085168
Address: 131 Congo Street, San FranciscoSales price: 870000Sales date: 01/29/2014Bedrooms: 3Square feet: 1190Lot size: 2500,131 Congo St,2,3,1190,1/29/2014,870000,37.730383,-122.442289,Sunnyside,6,SingleFamily,1926,1077230,94131,15139335
Address: 300 Ivy Street #509, San FranciscoSales price: 1301000Sales date: 01/28/2014Bedrooms: 0Square feet: 0Lot size: 0,300 Ivy St APT 509,2,2,1123,1/28/2014,1301000,37.777362,-122.42324,Hayes Valley,4,Condominium,2014,1386026,94102,123174977
Address: 670 Edinburgh Street, San FranciscoSales price: 651000Sales date: 01/28/2014Bedrooms: 0Square feet: 1544Lot size: 2495,670 Edinburgh St,2,3,1550,1/28/2014,651000,37.718698,-122.434266,Excelsior,8,SingleFamily,1927,803664,94112,15174679
Address: 374 Ewing Terrace, San FranciscoSales price: 1296000Sales date: 01/28/2014Bedrooms: 2Square feet: 1250Lot size: 1907,374 Ewing Ter,1,2,1250,1/28/2014,1296000,37.779742,-122.447853,Lone Mountain,5,SingleFamily,1939,1281849,94118,15084126
Address: 4341 Kirkham Street, San FranciscoSales price: 766000Sales date: 01/28/2014Bedrooms: 2Square feet: 1362Lot size: 1652,4341 Kirkham St,4,3,1362,1/28/2014,766000,37.758316,-122.507593,Outer Sunset,6,SingleFamily,1956,1148155,94122,15107998
Address: 1530 44th Avenue, San FranciscoSales price: 930000Sales date: 01/28/2014Bedrooms: 2Square feet: 1640Lot size: 3000,1530 44th Ave,1,2,1640,1/28/2014,930000,37.758046,-122.503281,Outer Sunset,10,SingleFamily,1936,1116517,94122,15107785
Address: 1958 Vallejo Street #11, San FranciscoSales price: 6000000Sales date: 01/28/2014Bedrooms: 0Square feet: 3358Lot size: 6875,1958 Vallejo St APT 11,4.5,4,2734,1/28/2014,6000000,37.796221,-122.429523,Pacific Heights,7,Condominium,1926,7227830,94123,15072288
Address: 1922 Palou Avenue, San FranciscoSales price: 685000Sales date: 01/28/2014Bedrooms: 0Square feet: 1540Lot size: 2500,1922 Palou Ave,5,3,1540,1/28/2014,685000,37.737627,-122.396809,Silver Terrace,6,SingleFamily,1931,843586,94124,15156328
Address: 17 Tioga Avenue, San FranciscoSales price: 602000Sales date: 01/28/2014Bedrooms: 0Square feet: 1025Lot size: 2495,17 Tioga Ave,1,2,1025,1/28/2014,602000,37.715568,-122.403335,Visitacion Valley,4,SingleFamily,1956,650025,94134,15173354
Address: 601 Van Ness Avenue #450, San FranciscoSales price: 505000Sales date: 01/27/2014Bedrooms: 1Square feet: 673Lot size: 105806,601 Van Ness Ave APT 450,1,1,673,12/8/2014,521500,37.781386,-122.421406,Van Ness - Civic Center,3,Condominium,1982,592001,94102,15077974
Address: 17 Curtis Street, San FranciscoSales price: 440000Sales date: 01/27/2014Bedrooms: 0Square feet: 791Lot size: 1563,17 Curtis St,1,1,791,8/21/2014,615000,37.71459,-122.439925,Crocker Amazon,7,SingleFamily,1910,621182,94112,15178644
Address: 139 Madrid Street, San FranciscoSales price: 575000Sales date: 01/27/2014Bedrooms: 0Square feet: 1000Lot size: 2495,139 Madrid St,2,2,1689,1/27/2014,575000,37.727087,-122.428332,Excelsior,6,SingleFamily,1939,937986,94112,15167937
